"","pref","Prefecture","Party","Year","Votes","Vote.Total","Actual.Voters","Eligible.Voters","vshare"
"377",23,"Aichi",5,2003,121965,3219246,NA,5584633,0.037886200681775
"378",23,"Aichi",4,2003,224478,3219246,NA,5584633,0.069729992675304
"379",23,"Aichi",3,2003,443169,3219246,NA,5584633,0.137662359446902
"380",23,"Aichi",1,2003,1014942,3219246,NA,5584633,0.315273203725344
"381",23,"Aichi",2,2003,1414692,3219246,NA,5584633,0.439448243470676
"382",5,"Akita",4,2003,43382,605323,NA,965518,0.071667522958817
"383",5,"Akita",5,2003,44155,605323,NA,965518,0.072944527136752
"384",5,"Akita",3,2003,71555,605323,NA,965518,0.118209617014387
"385",5,"Akita",2,2003,196989,605323,NA,965518,0.325427912040349
"386",5,"Akita",1,2003,249242,605323,NA,965518,0.411750420849695
"387",2,"Aomori",4,2003,45361,649951,NA,1193763,0.069791415045134
"388",2,"Aomori",5,2003,46662,649951,NA,1193763,0.071793104403255
"389",2,"Aomori",3,2003,81052,649951,NA,1193763,0.124704785437671
"390",2,"Aomori",2,2003,213851,649951,NA,1193763,0.32902634198578
"391",2,"Aomori",1,2003,263025,649951,NA,1193763,0.404684353128159
"392",12,"Chiba",5,2003,88859,2686423,NA,4855669,0.033077069396741
"393",12,"Chiba",4,2003,193099,2686423,NA,4855669,0.071879596027878
"394",12,"Chiba",3,2003,384390,2686423,NA,4855669,0.143086178163305
"395",12,"Chiba",1,2003,924991,2686423,NA,4855669,0.34432068218594
"396",12,"Chiba",2,2003,1095084,2686423,NA,4855669,0.407636474226136
"397",38,"Ehime",5,2003,35746,667770,NA,1211920,0.053530407176124
"398",38,"Ehime",4,2003,41512,667770,NA,1211920,0.062165116731809
"399",38,"Ehime",3,2003,116583,667770,NA,1211920,0.174585560896716
"400",38,"Ehime",2,2003,207235,667770,NA,1211920,0.310338889138476
"401",38,"Ehime",1,2003,266694,667770,NA,1211920,0.399380026056876
"402",18,"Fukui",5,2003,11473,405173,NA,654891,0.028316299457269
"403",18,"Fukui",4,2003,20937,405173,NA,654891,0.051674223109635
"404",18,"Fukui",3,2003,43815,405173,NA,654891,0.108138992479756
"405",18,"Fukui",2,2003,133145,405173,NA,654891,0.328612716049687
"406",18,"Fukui",1,2003,195803,405173,NA,654891,0.483257768903654
"407",40,"Fukuoka",5,2003,160762,2259774,NA,4008720,0.071140742392823
"408",40,"Fukuoka",4,2003,173165,2259774,NA,4008720,0.076629344350364
"409",40,"Fukuoka",3,2003,442541,2259774,NA,4008720,0.19583418518843
"410",40,"Fukuoka",1,2003,696763,2259774,NA,4008720,0.30833304569395
"411",40,"Fukuoka",2,2003,786543,2259774,NA,4008720,0.348062682374432
"412",7,"Fukushima",5,2003,53444,1069596,NA,1673199,0.049966529418584
"413",7,"Fukushima",4,2003,71879,1069596,NA,1673199,0.067202008982831
"414",7,"Fukushima",3,2003,130069,1069596,NA,1673199,0.121605727770111
"415",7,"Fukushima",1,2003,392129,1069596,NA,1673199,0.366614123463439
"416",7,"Fukushima",2,2003,422075,1069596,NA,1673199,0.394611610365035
"417",21,"Gifu",5,2003,30725,1037056,NA,1681883,0.02962713681807
"418",21,"Gifu",4,2003,67601,1037056,NA,1681883,0.065185486608245
"419",21,"Gifu",3,2003,135686,1037056,NA,1681883,0.130837678968156
"420",21,"Gifu",2,2003,389680,1037056,NA,1681883,0.375755986176253
"421",21,"Gifu",1,2003,413364,1037056,NA,1681883,0.398593711429277
"422",10,"Gunma",5,2003,43115,901643,NA,1618566,0.047818260664143
"423",10,"Gunma",4,2003,61596,901643,NA,1618566,0.068315286648929
"424",10,"Gunma",3,2003,124217,901643,NA,1618566,0.137767386870413
"425",10,"Gunma",2,2003,287019,901643,NA,1618566,0.318328872957479
"426",10,"Gunma",1,2003,385696,901643,NA,1618566,0.427770192859036
"427",34,"Hiroshima",5,2003,72823,1308387,NA,2304845,0.05565860865325
"428",34,"Hiroshima",4,2003,72867,1308387,NA,2304845,0.055692237847059
"429",34,"Hiroshima",3,2003,233665,1308387,NA,2304845,0.178590126621558
"430",34,"Hiroshima",1,2003,459815,1308387,NA,2304845,0.351436539800533
"431",34,"Hiroshima",2,2003,469217,1308387,NA,2304845,0.3586224870776
"432",1,"Hokkaido",5,2003,147146,2825555,NA,4630154,0.052076848619121
"433",1,"Hokkaido",4,2003,253442,2825555,NA,4630154,0.089696360538018
"434",1,"Hokkaido",3,2003,394843,2825555,NA,4630154,0.139739980287059
"435",1,"Hokkaido",1,2003,876653,2825555,NA,4630154,0.31025869254005
"436",1,"Hokkaido",2,2003,1153471,2825555,NA,4630154,0.408228118015753
"437",28,"Hyogo",5,2003,145277,2551239,NA,4463574,0.05694370460784
"438",28,"Hyogo",4,2003,220336,2551239,NA,4463574,0.086364311614866
"439",28,"Hyogo",3,2003,420080,2551239,NA,4463574,0.164657250849489
"440",28,"Hyogo",1,2003,788770,2551239,NA,4463574,0.309171347725556
"441",28,"Hyogo",2,2003,976776,2551239,NA,4463574,0.382863385202249
"442",8,"Ibaraki",5,2003,54472,1281508,NA,2385800,0.042506172415623
"443",8,"Ibaraki",4,2003,68985,1281508,NA,2385800,0.053831111471797
"444",8,"Ibaraki",3,2003,186803,1281508,NA,2385800,0.145768110694588
"445",8,"Ibaraki",2,2003,441977,1281508,NA,2385800,0.344888209827797
"446",8,"Ibaraki",1,2003,529271,1281508,NA,2385800,0.413006395590195
"447",17,"Ishikawa",5,2003,20878,576591,NA,943536,0.036209375449842
"448",17,"Ishikawa",4,2003,29815,576591,NA,943536,0.051709097089618
"449",17,"Ishikawa",3,2003,60102,576591,NA,943536,0.104236798701332
"450",17,"Ishikawa",2,2003,210333,576591,NA,943536,0.364787171495913
"451",17,"Ishikawa",1,2003,255463,576591,NA,943536,0.443057557263294
"452",3,"Iwate",4,2003,44959,724140,NA,1133348,0.062086060706493
"453",3,"Iwate",5,2003,48128,724140,NA,1133348,0.06646228629823
"454",3,"Iwate",3,2003,54716,724140,NA,1133348,0.075559974590549
"455",3,"Iwate",1,2003,242318,724140,NA,1133348,0.334628662965725
"456",3,"Iwate",2,2003,334019,724140,NA,1133348,0.461263015439003
"457",37,"Kagawa",4,2003,25046,443642,NA,832758,0.056455430279369
"458",37,"Kagawa",5,2003,36842,443642,NA,832758,0.083044436730517
"459",37,"Kagawa",3,2003,64562,443642,NA,832758,0.14552724944888
"460",37,"Kagawa",2,2003,133783,443642,NA,832758,0.30155620973668
"461",37,"Kagawa",1,2003,183409,443642,NA,832758,0.413416673804554
"462",46,"Kagoshima",4,2003,42065,868375,NA,1415008,0.048441053692241
"463",46,"Kagoshima",5,2003,77976,868375,NA,1415008,0.089795307326904
"464",46,"Kagoshima",3,2003,129110,868375,NA,1415008,0.148680005757881
"465",46,"Kagoshima",2,2003,218833,868375,NA,1415008,0.25200287894055
"466",46,"Kagoshima",1,2003,400391,868375,NA,1415008,0.461080754282424
"467",14,"Kanagawa",5,2003,198513,3945932,NA,6986094,0.050308266842916
"468",14,"Kanagawa",4,2003,296548,3945932,NA,6986094,0.075152840951137
"469",14,"Kanagawa",3,2003,524268,3945932,NA,6986094,0.132862907926442
"470",14,"Kanagawa",1,2003,1364185,3945932,NA,6986094,0.345719338295744
"471",14,"Kanagawa",2,2003,1562418,3945932,NA,6986094,0.395956645983763
"472",39,"Kochi",5,2003,17311,353628,NA,661239,0.048952571628943
"473",39,"Kochi",4,2003,51861,353628,NA,661239,0.1466541110998
"474",39,"Kochi",3,2003,69747,353628,NA,661239,0.197232685194611
"475",39,"Kochi",2,2003,100095,353628,NA,661239,0.283051681427941
"476",39,"Kochi",1,2003,114614,353628,NA,661239,0.324108950648704
"477",43,"Kumamoto",5,2003,42132,894830,NA,1487000,0.047083803627505
"478",43,"Kumamoto",4,2003,44763,894830,NA,1487000,0.050024026910139
"479",43,"Kumamoto",3,2003,156204,894830,NA,1487000,0.174562766111999
"480",43,"Kumamoto",2,2003,309674,894830,NA,1487000,0.346070203278835
"481",43,"Kumamoto",1,2003,342057,894830,NA,1487000,0.382259200071522
"482",26,"Kyoto",5,2003,45542,1150263,NA,2088851,0.039592684455642
"483",26,"Kyoto",4,2003,153936,1150263,NA,2088851,0.133826785700314
"484",26,"Kyoto",3,2003,179473,1150263,NA,2088851,0.156027795382447
"485",26,"Kyoto",1,2003,361319,1150263,NA,2088851,0.314118597225156
"486",26,"Kyoto",2,2003,409993,1150263,NA,2088851,0.356434137236441
"487",24,"Mie",5,2003,34903,934251,NA,1485632,0.037359339192572
"488",24,"Mie",4,2003,56293,934251,NA,1485632,0.060254685304056
"489",24,"Mie",3,2003,155276,934251,NA,1485632,0.166203728976474
"490",24,"Mie",1,2003,315730,934251,NA,1485632,0.33794986572131
"491",24,"Mie",2,2003,372049,934251,NA,1485632,0.398232380805586
"492",4,"Miyagi",4,2003,71809,1067097,NA,1882649,0.067293788662137
"493",4,"Miyagi",5,2003,72014,1067097,NA,1882649,0.06748589865776
"494",4,"Miyagi",3,2003,141126,1067097,NA,1882649,0.132252269475034
"495",4,"Miyagi",1,2003,377754,1067097,NA,1882649,0.354001557496647
"496",4,"Miyagi",2,2003,404394,1067097,NA,1882649,0.378966485708422
"497",45,"Miyazaki",4,2003,30113,567133,NA,936344,0.053096892616018
"498",45,"Miyazaki",5,2003,46860,567133,NA,936344,0.082626121209663
"499",45,"Miyazaki",3,2003,111155,567133,NA,936344,0.19599459033419
"500",45,"Miyazaki",2,2003,151944,567133,NA,936344,0.267915991487006
"501",45,"Miyazaki",1,2003,227061,567133,NA,936344,0.400366404353124
"502",20,"Nagano",5,2003,83966,1126124,NA,1768302,0.074561948772959
"503",20,"Nagano",4,2003,114180,1126124,NA,1768302,0.101392031428155
"504",20,"Nagano",3,2003,130259,1126124,NA,1768302,0.115670210385357
"505",20,"Nagano",1,2003,343304,1126124,NA,1768302,0.304854527565348
"506",20,"Nagano",2,2003,454415,1126124,NA,1768302,0.40352128184818
"507",42,"Nagasaki",4,2003,37378,714362,NA,1200292,0.052323611838256
"508",42,"Nagasaki",5,2003,56509,714362,NA,1200292,0.079104151676601
"509",42,"Nagasaki",3,2003,114955,714362,NA,1200292,0.16091981376389
"510",42,"Nagasaki",2,2003,245092,714362,NA,1200292,0.343092157757551
"511",42,"Nagasaki",1,2003,260428,714362,NA,1200292,0.364560264963702
"512",29,"Nara",5,2003,27265,676687,NA,1156082,0.040291892706672
"513",29,"Nara",4,2003,55161,676687,NA,1156082,0.081516269708152
"514",29,"Nara",3,2003,93468,676687,NA,1156082,0.138125898679892
"515",29,"Nara",1,2003,240849,676687,NA,1156082,0.355923787511804
"516",29,"Nara",2,2003,259944,676687,NA,1156082,0.38414215139348
"517",15,"Niigata",4,2003,86546,1240829,NA,1983588,0.069748531022405
"518",15,"Niigata",5,2003,101254,1240829,NA,1983588,0.081601896796416
"519",15,"Niigata",3,2003,111544,1240829,NA,1983588,0.089894739726425
"520",15,"Niigata",1,2003,457974,1240829,NA,1983588,0.369087118370057
"521",15,"Niigata",2,2003,483511,1240829,NA,1983588,0.389667714084697
"522",44,"Oita",4,2003,32197,652433,NA,990739,0.049349128569524
"523",44,"Oita",3,2003,94763,652433,NA,990739,0.145245565445034
"524",44,"Oita",5,2003,122426,652433,NA,990739,0.187645321435304
"525",44,"Oita",2,2003,169091,652433,NA,990739,0.259169907101572
"526",44,"Oita",1,2003,233956,652433,NA,990739,0.358590077448566
"527",33,"Okayama",5,2003,30283,901908,NA,1569239,0.033576595395539
"528",33,"Okayama",4,2003,60534,901908,NA,1569239,0.067117710453838
"529",33,"Okayama",3,2003,170807,901908,NA,1569239,0.189384061345503
"530",33,"Okayama",2,2003,305494,901908,NA,1569239,0.338719692030673
"531",33,"Okayama",1,2003,334790,901908,NA,1569239,0.371201940774447
"532",47,"Okinawa",4,2003,51855,560156,NA,1007133,0.092572426252687
"533",47,"Okinawa",3,2003,66333,560156,NA,1007133,0.118418797620663
"534",47,"Okinawa",5,2003,79898,560156,NA,1007133,0.142635265890216
"535",47,"Okinawa",2,2003,161872,560156,NA,1007133,0.288976642221096
"536",47,"Okinawa",1,2003,200198,560156,NA,1007133,0.357396868015339
"537",27,"Osaka",5,2003,124455,3736718,NA,7003243,0.033305965288256
"538",27,"Osaka",4,2003,429238,3736718,NA,7003243,0.114870322031258
"539",27,"Osaka",3,2003,753212,3736718,NA,7003243,0.201570469058677
"540",27,"Osaka",1,2003,1052567,3736718,NA,7003243,0.281682214178324
"541",27,"Osaka",2,2003,1377246,3736718,NA,7003243,0.368571029443485
"542",41,"Saga",5,2003,22563,424980,NA,688808,0.053091910207539
"543",41,"Saga",4,2003,27312,424980,NA,688808,0.064266553720175
"544",41,"Saga",3,2003,61330,424980,NA,688808,0.144312673537578
"545",41,"Saga",2,2003,139351,424980,NA,688808,0.327900136477011
"546",41,"Saga",1,2003,174424,424980,NA,688808,0.410428726057697
"547",11,"Saitama",5,2003,98038,2958806,NA,5605423,0.033134311610832
"548",11,"Saitama",4,2003,230798,2958806,NA,5605423,0.078003762328453
"549",11,"Saitama",3,2003,428325,2958806,NA,5605423,0.144762786069786
"550",11,"Saitama",1,2003,956903,2958806,NA,5605423,0.323408496535427
"551",11,"Saitama",2,2003,1244742,2958806,NA,5605423,0.420690643455502
"552",25,"Shiga",5,2003,19786,632607,NA,1058364,0.031276922323022
"553",25,"Shiga",4,2003,58133,632607,NA,1058364,0.091894335661793
"554",25,"Shiga",3,2003,77581,632607,NA,1058364,0.122636961020033
"555",25,"Shiga",1,2003,222963,632607,NA,1058364,0.352451047806932
"556",25,"Shiga",2,2003,254144,632607,NA,1058364,0.40174073318822
"557",32,"Shimane",5,2003,23019,414325,NA,608311,0.055557835032885
"558",32,"Shimane",4,2003,28700,414325,NA,608311,0.069269293429071
"559",32,"Shimane",3,2003,63236,414325,NA,608311,0.152624147710131
"560",32,"Shimane",2,2003,125380,414325,NA,608311,0.302612683280034
"561",32,"Shimane",1,2003,173990,414325,NA,608311,0.419936040547879
"562",22,"Shizuoka",5,2003,72238,1855560,NA,3027447,0.038930565435771
"563",22,"Shizuoka",4,2003,126042,1855560,NA,3027447,0.06792666364871
"564",22,"Shizuoka",3,2003,268445,1855560,NA,3027447,0.144670611567397
"565",22,"Shizuoka",1,2003,692755,1855560,NA,3027447,0.373340123736231
"566",22,"Shizuoka",2,2003,696080,1855560,NA,3027447,0.375132035611891
"567",9,"Tochigi",5,2003,35515,924365,NA,1600484,0.038420970071346
"568",9,"Tochigi",4,2003,41470,924365,NA,1600484,0.044863230433865
"569",9,"Tochigi",3,2003,118145,924365,NA,1600484,0.127812065580155
"570",9,"Tochigi",2,2003,325882,924365,NA,1600484,0.352546883536265
"571",9,"Tochigi",1,2003,403353,924365,NA,1600484,0.436356850378368
"572",36,"Tokushima",5,2003,8344,387195,NA,668923,0.021549865055076
"573",36,"Tokushima",4,2003,30534,387195,NA,668923,0.078859489404564
"574",36,"Tokushima",3,2003,58268,387195,NA,668923,0.150487480468498
"575",36,"Tokushima",1,2003,143334,387195,NA,668923,0.370185565412777
"576",36,"Tokushima",2,2003,146715,387195,NA,668923,0.378917599659087
"577",13,"Tokyo",5,2003,247103,5743787,NA,10090583,0.043020919821713
"578",13,"Tokyo",4,2003,532376,5743787,NA,10090583,0.092687281056906
"579",13,"Tokyo",3,2003,805640,5743787,NA,10090583,0.140262861418782
"580",13,"Tokyo",1,2003,1867544,5743787,NA,10090583,0.325141583418744
"581",13,"Tokyo",2,2003,2291124,5743787,NA,10090583,0.398887354283855
"582",31,"Tottori",4,2003,21870,313557,NA,491730,0.069748084080406
"583",31,"Tottori",5,2003,22155,313557,NA,491730,0.070657009730288
"584",31,"Tottori",3,2003,63354,313557,NA,491730,0.202049388149523
"585",31,"Tottori",2,2003,88566,313557,NA,491730,0.282455821429597
"586",31,"Tottori",1,2003,117612,313557,NA,491730,0.375089696610186
"587",16,"Toyama",4,2003,27461,515598,NA,910847,0.053260485882412
"588",16,"Toyama",3,2003,45201,515598,NA,910847,0.087667136024577
"589",16,"Toyama",5,2003,49525,515598,NA,910847,0.096053514559793
"590",16,"Toyama",2,2003,143133,515598,NA,910847,0.277605809176917
"591",16,"Toyama",1,2003,250278,515598,NA,910847,0.485413054356301
"592",30,"Wakayama",5,2003,12903,482848,NA,866160,0.026722695340977
"593",30,"Wakayama",4,2003,49801,482848,NA,866160,0.103140118629465
"594",30,"Wakayama",3,2003,106192,482848,NA,866160,0.219928424680231
"595",30,"Wakayama",2,2003,147239,482848,NA,866160,0.304938614222281
"596",30,"Wakayama",1,2003,166713,482848,NA,866160,0.345270147127046
"597",6,"Yamagata",4,2003,35900,651601,NA,988173,0.05509506584551
"598",6,"Yamagata",5,2003,45784,651601,NA,988173,0.070263857790274
"599",6,"Yamagata",3,2003,86661,651601,NA,988173,0.132997033460661
"600",6,"Yamagata",2,2003,213440,651601,NA,988173,0.327562419333304
"601",6,"Yamagata",1,2003,269816,651601,NA,988173,0.414081623570252
"602",35,"Yamaguchi",5,2003,28662,774083,NA,1233676,0.037027037152347
"603",35,"Yamaguchi",4,2003,50388,774083,NA,1233676,0.065093794851457
"604",35,"Yamaguchi",3,2003,126249,774083,NA,1233676,0.163094913594537
"605",35,"Yamaguchi",2,2003,266223,774083,NA,1233676,0.343920483979108
"606",35,"Yamaguchi",1,2003,302561,774083,NA,1233676,0.390863770422552
"607",19,"Yamanashi",5,2003,13227,419772,NA,703543,0.031509962551099
"608",19,"Yamanashi",4,2003,31662,419772,NA,703543,0.075426660186959
"609",19,"Yamanashi",3,2003,60806,419772,NA,703543,0.144854825953136
"610",19,"Yamanashi",1,2003,152414,419772,NA,703543,0.363087580877238
"611",19,"Yamanashi",2,2003,161663,419772,NA,703543,0.385120970431568
"612",23,"Aichi",5,2005,142713,3685657,3762027,5661903,0.038721183224592
"613",23,"Aichi",21,2005,168746,3685657,3762027,5661903,0.045784510061571
"614",23,"Aichi",4,2005,248700,3685657,3762027,5661903,0.067477792968798
"615",23,"Aichi",3,2005,441402,3685657,3762027,5661903,0.119762093976732
"616",23,"Aichi",2,2005,1282709,3685657,3762027,5661903,0.348027230965877
"617",23,"Aichi",1,2005,1401387,3685657,3762027,5661903,0.380227188802431
"618",5,"Akita",20,2005,37893,644324,677627,960388,0.05881047423346
"619",5,"Akita",4,2005,38442,644324,677627,960388,0.059662530031475
"620",5,"Akita",5,2005,55225,644324,677627,960388,0.085709984417777
"621",5,"Akita",3,2005,70139,644324,677627,960388,0.10885672425674
"622",5,"Akita",2,2005,198984,644324,677627,960388,0.308825994375501
"623",5,"Akita",1,2005,243641,644324,677627,960388,0.378134292685047
"624",2,"Aomori",5,2005,43495,737180,773388,1190002,0.059001871998698
"625",2,"Aomori",20,2005,50710,737180,773388,1190002,0.068789169537969
"626",2,"Aomori",4,2005,51030,737180,773388,1190002,0.069223256192517
"627",2,"Aomori",3,2005,109113,737180,773388,1190002,0.148014053555441
"628",2,"Aomori",2,2005,234886,737180,773388,1190002,0.318627743563309
"629",2,"Aomori",1,2005,247946,737180,773388,1190002,0.336343905152066
"630",12,"Chiba",21,2005,114879,3108727,3167770,4908383,0.03695371127796
"631",12,"Chiba",5,2005,144572,3108727,3167770,4908383,0.04650520936705
"632",12,"Chiba",4,2005,207748,3108727,3167770,4908383,0.066827354090597
"633",12,"Chiba",3,2005,397937,3108727,3167770,4908383,0.128006415487754
"634",12,"Chiba",2,2005,956284,3108727,3167770,4908383,0.307612730226874
"635",12,"Chiba",1,2005,1287307,3108727,3167770,4908383,0.414094579549764
"636",38,"Ehime",5,2005,41672,773310,797641,1212596,0.053887832822542
"637",38,"Ehime",4,2005,49606,773310,797641,1212596,0.064147625143862
"638",38,"Ehime",3,2005,110760,773310,797641,1212596,0.143228459479381
"639",38,"Ehime",2,2005,251519,773310,797641,1212596,0.325249899781459
"640",38,"Ehime",1,2005,319753,773310,797641,1212596,0.413486182772756
"641",18,"Fukui",5,2005,13892,454276,470362,656550,0.03058052813708
"642",18,"Fukui",4,2005,20156,454276,470362,656550,0.044369502240928
"643",18,"Fukui",20,2005,23167,454276,470362,656550,0.050997631395892
"644",18,"Fukui",3,2005,44162,454276,470362,656550,0.097214028476081
"645",18,"Fukui",2,2005,135291,454276,470362,656550,0.297816745766891
"646",18,"Fukui",1,2005,217608,454276,470362,656550,0.479021563983129
"647",40,"Fukuoka",20,2005,90108,2629195,2695368,4047167,0.034272087083689
"648",40,"Fukuoka",5,2005,167300,2629195,2695368,4047167,0.063631643906215
"649",40,"Fukuoka",4,2005,191666,2629195,2695368,4047167,0.072899119312185
"650",40,"Fukuoka",3,2005,484337,2629195,2695368,4047167,0.184214940314431
"651",40,"Fukuoka",2,2005,780875,2629195,2695368,4047167,0.297001553707504
"652",40,"Fukuoka",1,2005,914909,2629195,2695368,4047167,0.347980655675977
"653",7,"Fukushima",5,2005,58601,1161145,1199878,1676524,0.050468287767678
"654",7,"Fukushima",20,2005,60101,1161145,1199878,1676524,0.051760116092305
"655",7,"Fukushima",4,2005,72100,1161145,1199878,1676524,0.062093881470445
"656",7,"Fukushima",3,2005,128434,1161145,1199878,1676524,0.110609786030168
"657",7,"Fukushima",2,2005,395821,1161145,1199878,1676524,0.340888519521679
"658",7,"Fukushima",1,2005,446088,1161145,1199878,1676524,0.384179409117724
"659",21,"Gifu",5,2005,42603,1179720,1221668,1690165,0.036112806428644
"660",21,"Gifu",21,2005,53022,1179720,1221668,1690165,0.044944563116672
"661",21,"Gifu",4,2005,74608,1179720,1221668,1690165,0.063242125250059
"662",21,"Gifu",3,2005,153471,1179720,1221668,1690165,0.130091038551521
"663",21,"Gifu",2,2005,389138,1179720,1221668,1690165,0.329856237073204
"664",21,"Gifu",1,2005,466878,1179720,1221668,1690165,0.3957532295799
"665",10,"Gunma",21,2005,45916,1045058,1077119,1625819,0.043936317410134
"666",10,"Gunma",5,2005,54900,1045058,1077119,1625819,0.052532969461982
"667",10,"Gunma",4,2005,69240,1045058,1077119,1625819,0.066254695911615
"668",10,"Gunma",3,2005,128405,1045058,1077119,1625819,0.122868778574969
"669",10,"Gunma",2,2005,304710,1045058,1077119,1625819,0.291572333784345
"670",10,"Gunma",1,2005,441887,1045058,1077119,1625819,0.422834904856955
"671",34,"Hiroshima",4,2005,77960,1552267,1586534,2319764,0.050223318539916
"672",34,"Hiroshima",5,2005,93047,1552267,1586534,2319764,0.059942651618568
"673",34,"Hiroshima",20,2005,145617,1552267,1586534,2319764,0.093809248022409
"674",34,"Hiroshima",3,2005,235654,1552267,1586534,2319764,0.151812800246349
"675",34,"Hiroshima",2,2005,449947,1552267,1586534,2319764,0.289864436981524
"676",34,"Hiroshima",1,2005,550042,1552267,1586534,2319764,0.354347544591233
"677",1,"Hokkaido",5,2005,152646,3227939,3296546,4642310,0.0472889977165
"678",1,"Hokkaido",4,2005,241371,3227939,3296546,4642310,0.074775576614056
"679",1,"Hokkaido",3,2005,368552,3227939,3296546,4642310,0.114175639626399
"680",1,"Hokkaido",22,2005,433938,3227939,3296546,4642310,0.134431908409669
"681",1,"Hokkaido",1,2005,940705,3227939,3296546,4642310,0.291425891257549
"682",1,"Hokkaido",2,2005,1090727,3227939,3296546,4642310,0.337901986375827
"683",28,"Hyogo",21,2005,113948,2930077,2997336,4496213,0.038889080389355
"684",28,"Hyogo",5,2005,200682,2930077,2997336,4496213,0.068490350253594
"685",28,"Hyogo",4,2005,230735,2930077,2997336,4496213,0.078747077295238
"686",28,"Hyogo",3,2005,414236,2930077,2997336,4496213,0.141373759119641
"687",28,"Hyogo",2,2005,890085,2930077,2997336,4496213,0.303775293277276
"688",28,"Hyogo",1,2005,1080391,2930077,2997336,4496213,0.368724439664896
"689",8,"Ibaraki",21,2005,54344,1497095,1547182,2401198,0.036299633623785
"690",8,"Ibaraki",5,2005,65217,1497095,1547182,2401198,0.043562365781731
"691",8,"Ibaraki",4,2005,78573,1497095,1547182,2401198,0.052483643322568
"692",8,"Ibaraki",3,2005,201257,1497095,1547182,2401198,0.134431682692147
"693",8,"Ibaraki",2,2005,480983,1497095,1547182,2401198,0.321277540837422
"694",8,"Ibaraki",1,2005,616721,1497095,1547182,2401198,0.411945133742348
"695",17,"Ishikawa",5,2005,23164,652805,673247,945095,0.035483796845919
"696",17,"Ishikawa",4,2005,30623,652805,673247,945095,0.046909873545699
"697",17,"Ishikawa",20,2005,31725,652805,673247,945095,0.048597973361111
"698",17,"Ishikawa",3,2005,57699,652805,673247,945095,0.088386271551229
"699",17,"Ishikawa",2,2005,203361,652805,673247,945095,0.311518753686017
"700",17,"Ishikawa",1,2005,306233,652805,673247,945095,0.469103331010026
"701",3,"Iwate",20,2005,20380,766400,800265,1130527,0.026591858037578
"702",3,"Iwate",4,2005,47392,766400,800265,1130527,0.061837160751566
"703",3,"Iwate",3,2005,57536,766400,800265,1130527,0.075073068893528
"704",3,"Iwate",5,2005,60418,766400,800265,1130527,0.078833507306889
"705",3,"Iwate",1,2005,242601,766400,800265,1130527,0.316546189979123
"706",3,"Iwate",2,2005,338073,766400,800265,1130527,0.441118215031315
"707",37,"Kagawa",4,2005,30230,535008,559527,834639,0.056503827980142
"708",37,"Kagawa",5,2005,39599,535008,559527,834639,0.07401571565285
"709",37,"Kagawa",3,2005,76549,535008,559527,834639,0.143080103475088
"710",37,"Kagawa",2,2005,161768,535008,559527,834639,0.302365572103595
"711",37,"Kagawa",1,2005,226862,535008,559527,834639,0.424034780788325
"712",46,"Kagoshima",4,2005,40996,956951,987951,1417872,0.042840229019041
"713",46,"Kagoshima",20,2005,45054,956951,987951,1417872,0.047080780520633
"714",46,"Kagoshima",5,2005,51713,956951,987951,1417872,0.054039339527311
"715",46,"Kagoshima",3,2005,141055,956951,987951,1417872,0.147400441610908
"716",46,"Kagoshima",2,2005,263383,956951,987951,1417872,0.27523143818231
"717",46,"Kagoshima",1,2005,414750,956951,987951,1417872,0.433407771139797
"718",14,"Kanagawa",21,2005,171962,4684198,4750122,7088637,0.036711086935266
"719",14,"Kanagawa",5,2005,275692,4684198,4750122,7088637,0.058855752895159
"720",14,"Kanagawa",4,2005,327041,4684198,4750122,7088637,0.069817928277157
"721",14,"Kanagawa",3,2005,548757,4684198,4750122,7088637,0.117150684065874
"722",14,"Kanagawa",2,2005,1330222,4684198,4750122,7088637,0.283980736937252
"723",14,"Kanagawa",1,2005,2030524,4684198,4750122,7088637,0.433483810889292
"724",39,"Kochi",5,2005,21875,404331,422519,659622,0.054101713694968
"725",39,"Kochi",4,2005,61538,404331,422519,659622,0.152197086050785
"726",39,"Kochi",3,2005,70274,404331,422519,659622,0.173803146432007
"727",39,"Kochi",1,2005,116556,404331,422519,659622,0.288268769893973
"728",39,"Kochi",2,2005,134088,404331,422519,659622,0.331629283928267
"729",43,"Kumamoto",20,2005,37456,982124,1034407,1493164,0.038137750426626
"730",43,"Kumamoto",4,2005,42134,982124,1034407,1493164,0.042900896424484
"731",43,"Kumamoto",5,2005,44267,982124,1034407,1493164,0.045072719941677
"732",43,"Kumamoto",3,2005,159756,982124,1034407,1493164,0.162663777689986
"733",43,"Kumamoto",2,2005,314715,982124,1034407,1493164,0.320443243419365
"734",43,"Kumamoto",1,2005,383796,982124,1034407,1493164,0.390781612097861
"735",26,"Kyoto",21,2005,54392,1354685,1390225,2099577,0.040151031420589
"736",26,"Kyoto",5,2005,67077,1354685,1390225,2099577,0.049514831861281
"737",26,"Kyoto",3,2005,158588,1354685,1390225,2099577,0.11706632907281
"738",26,"Kyoto",4,2005,193251,1354685,1390225,2099577,0.142653827273499
"739",26,"Kyoto",2,2005,401977,1354685,1390225,2099577,0.296730974359353
"740",26,"Kyoto",1,2005,479400,1354685,1390225,2099577,0.353883006012468
"741",24,"Mie",21,2005,30924,1038371,1063371,1495432,0.02978126315161
