"","pref","Prefecture","Party","Year","Votes","Vote.Total","Actual.Voters","Eligible.Voters","vshare"
"1489",45,"Miyazaki",5,2012,26794,503914,516736,927973,0.053171771373687
"1490",45,"Miyazaki",2,2012,76307,503914,516736,927973,0.151428616787785
"1491",45,"Miyazaki",30,2012,80760,503914,516736,927973,0.160265442119092
"1492",45,"Miyazaki",3,2012,82996,503914,516736,927973,0.164702707207976
"1493",45,"Miyazaki",1,2012,170813,503914,516736,927973,0.338972523089257
"1494",20,"Nagano",98,2012,4228,1082622,1108292,1749231,0.003905333532849
"1495",20,"Nagano",5,2012,38179,1082622,1108292,1749231,0.035265309590975
"1496",20,"Nagano",31,2012,60929,1082622,1108292,1749231,0.056279107574019
"1497",20,"Nagano",4,2012,95830,1082622,1108292,1749231,0.08851658288858
"1498",20,"Nagano",3,2012,103123,1082622,1108292,1749231,0.095253006127716
"1499",20,"Nagano",24,2012,105140,1082622,1108292,1749231,0.097116075601641
"1500",20,"Nagano",30,2012,207919,1082622,1108292,1749231,0.192051334630185
"1501",20,"Nagano",2,2012,209713,1082622,1108292,1749231,0.193708422699705
"1502",20,"Nagano",1,2012,257561,1082622,1108292,1749231,0.23790482735433
"1503",42,"Nagasaki",98,2012,2386,678585,700085,1164796,0.003516140203512
"1504",42,"Nagasaki",20,2012,4835,678585,700085,1164796,0.007125120655482
"1505",42,"Nagasaki",5,2012,18149,678585,700085,1164796,0.026745359829646
"1506",42,"Nagasaki",4,2012,28155,678585,700085,1164796,0.041490749132386
"1507",42,"Nagasaki",24,2012,36409,678585,700085,1164796,0.053654295335146
"1508",42,"Nagasaki",31,2012,41159,678585,700085,1164796,0.060654155337946
"1509",42,"Nagasaki",3,2012,102921,678585,700085,1164796,0.151670019231194
"1510",42,"Nagasaki",30,2012,108337,678585,700085,1164796,0.159651333289124
"1511",42,"Nagasaki",2,2012,129892,678585,700085,1164796,0.191415961154461
"1512",42,"Nagasaki",1,2012,206342,678585,700085,1164796,0.304076865831104
"1513",29,"Nara",98,2012,2363,706235,724850,1148093,0.003345911771577
"1514",29,"Nara",5,2012,10047,706235,724850,1148093,0.014226142856132
"1515",29,"Nara",31,2012,33121,706235,724850,1148093,0.046897987213888
"1516",29,"Nara",24,2012,41701,706235,724850,1148093,0.059046917810644
"1517",29,"Nara",4,2012,42219,706235,724850,1148093,0.059780384716136
"1518",29,"Nara",3,2012,77954,706235,724850,1148093,0.110379689480131
"1519",29,"Nara",2,2012,95040,706235,724850,1148093,0.134572769687144
"1520",29,"Nara",1,2012,196095,706235,724850,1148093,0.27766253442551
"1521",29,"Nara",30,2012,207695,706235,724850,1148093,0.29408766203884
"1522",15,"Niigata",98,2012,4456,1132333,1163480,1950307,0.003935238132246
"1523",15,"Niigata",5,2012,47442,1132333,1163480,1950307,0.041897569001345
"1524",15,"Niigata",4,2012,59154,1132333,1163480,1950307,0.052240816085021
"1525",15,"Niigata",31,2012,61441,1132333,1163480,1950307,0.054260539964834
"1526",15,"Niigata",24,2012,75122,1132333,1163480,1950307,0.066342674813858
"1527",15,"Niigata",3,2012,86298,1132333,1163480,1950307,0.076212562912147
"1528",15,"Niigata",30,2012,195281,1132333,1163480,1950307,0.172458985121868
"1529",15,"Niigata",2,2012,234304,1132333,1163480,1950307,0.206921462149385
"1530",15,"Niigata",1,2012,368835,1132333,1163480,1950307,0.325730151819297
"1531",44,"Oita",98,2012,2528,588596,610718,982586,0.004294966326649
"1532",44,"Oita",20,2012,4866,588596,610718,982586,0.008267130595519
"1533",44,"Oita",31,2012,19931,588596,610718,982586,0.03386193586093
"1534",44,"Oita",4,2012,24351,588596,610718,982586,0.04137133109977
"1535",44,"Oita",24,2012,44161,588596,610718,982586,0.075027693018641
"1536",44,"Oita",5,2012,50760,588596,610718,982586,0.086239118172737
"1537",44,"Oita",3,2012,75989,588596,610718,982586,0.129102134571081
"1538",44,"Oita",2,2012,90824,588596,610718,982586,0.154306179450761
"1539",44,"Oita",30,2012,103802,588596,610718,982586,0.176355258955209
"1540",44,"Oita",1,2012,171384,588596,610718,982586,0.291174251948705
"1541",33,"Okayama",98,2012,3394,849547,868537,1571500,0.003995070313944
"1542",33,"Okayama",5,2012,12981,849547,868537,1571500,0.015279907998027
"1543",33,"Okayama",31,2012,23523,849547,868537,1571500,0.027688874188244
"1544",33,"Okayama",4,2012,45950,849547,868537,1571500,0.054087649064737
"1545",33,"Okayama",24,2012,54897,849547,868537,1571500,0.064619144085024
"1546",33,"Okayama",3,2012,126846,849547,868537,1571500,0.149310161768566
"1547",33,"Okayama",2,2012,145937,849547,868537,1571500,0.171782138010022
"1548",33,"Okayama",30,2012,179723,849547,868537,1571500,0.211551568070984
"1549",33,"Okayama",1,2012,256296,849547,868537,1571500,0.301685486500453
"1550",47,"Okinawa",98,2012,4051,589909,613909,1095914,0.006867160867185
"1551",47,"Okinawa",20,2012,16675,589909,613909,1095914,0.02826707170089
"1552",47,"Okinawa",24,2012,30013,589909,613909,1095914,0.050877338708174
"1553",47,"Okinawa",31,2012,37488,589909,613909,1095914,0.063548784643055
"1554",47,"Okinawa",2,2012,49033,589909,613909,1095914,0.083119599802681
"1555",47,"Okinawa",4,2012,49611,589909,613909,1095914,0.084099411943198
"1556",47,"Okinawa",5,2012,78679,589909,613909,1095914,0.133374808656928
"1557",47,"Okinawa",30,2012,96490,589909,613909,1095914,0.163567601104577
"1558",47,"Okinawa",3,2012,103720,589909,613909,1095914,0.175823728744603
"1559",47,"Okinawa",1,2012,124149,589909,613909,1095914,0.210454493828709
"1560",27,"Osaka",98,2012,12746,4070030,4146291,7103872,0.003131672248116
"1561",27,"Osaka",5,2012,51477,4070030,4146291,7103872,0.01264781832075
"1562",27,"Osaka",31,2012,172826,4070030,4146291,7103872,0.042463077667732
"1563",27,"Osaka",24,2012,238050,4070030,4146291,7103872,0.058488512369688
"1564",27,"Osaka",4,2012,314840,4070030,4146291,7103872,0.077355695166866
"1565",27,"Osaka",2,2012,375593,4070030,4146291,7103872,0.092282612167478
"1566",27,"Osaka",3,2012,590344,4070030,4146291,7103872,0.145046596708132
"1567",27,"Osaka",1,2012,852061,4070030,4146291,7103872,0.209350053930806
"1568",27,"Osaka",30,2012,1462093,4070030,4146291,7103872,0.359233961420432
"1569",41,"Saga",98,2012,2288,412091,423524,684640,0.00555217172906
"1570",41,"Saga",20,2012,3693,412091,423524,684640,0.008961612847648
"1571",41,"Saga",5,2012,12310,412091,423524,684640,0.029872042825492
"1572",41,"Saga",31,2012,12839,412091,423524,684640,0.031155739872989
"1573",41,"Saga",4,2012,16087,412091,423524,684640,0.039037494145711
"1574",41,"Saga",24,2012,21775,412091,423524,684640,0.052840270716905
"1575",41,"Saga",3,2012,51201,412091,423524,684640,0.124246828977095
"1576",41,"Saga",30,2012,65856,412091,423524,684640,0.159809362495177
"1577",41,"Saga",2,2012,85917,412091,423524,684640,0.208490357712253
"1578",41,"Saga",1,2012,140125,412091,423524,684640,0.340034118677671
"1579",11,"Saitama",98,2012,9219,3303537,3366805,5865464,0.002790645299266
"1580",11,"Saitama",5,2012,63076,3303537,3366805,5865464,0.019093474660644
"1581",11,"Saitama",31,2012,219967,3303537,3366805,5865464,0.066585299332201
"1582",11,"Saitama",4,2012,227281,3303537,3366805,5865464,0.068799289973141
"1583",11,"Saitama",24,2012,360552,3303537,3366805,5865464,0.109141202293178
"1584",11,"Saitama",3,2012,423788,3303537,3366805,5865464,0.128283109891005
"1585",11,"Saitama",2,2012,529984,3303537,3366805,5865464,0.160429261122246
"1586",11,"Saitama",30,2012,619534,3303537,3366805,5865464,0.187536570651396
"1587",11,"Saitama",1,2012,850136,3303537,3366805,5865464,0.257341146776924
"1588",25,"Shiga",98,2012,2781,676264,688633,1115309,0.00411229933872
"1589",25,"Shiga",5,2012,7736,676264,688633,1115309,0.011439319555677
"1590",25,"Shiga",4,2012,42169,676264,688633,1115309,0.06235582553559
"1591",25,"Shiga",3,2012,49563,676264,688633,1115309,0.073289425431488
"1592",25,"Shiga",24,2012,50206,676264,688633,1115309,0.074240237540369
"1593",25,"Shiga",31,2012,83447,676264,688633,1115309,0.123394118273337
"1594",25,"Shiga",2,2012,104508,676264,688633,1115309,0.154537281298428
"1595",25,"Shiga",30,2012,153408,676264,688633,1115309,0.226846320371926
"1596",25,"Shiga",1,2012,182446,676264,688633,1115309,0.269785172654466
"1597",32,"Shimane",98,2012,1814,374351,384781,585351,0.004845719658823
"1598",32,"Shimane",5,2012,8804,374351,384781,585351,0.023518035212942
"1599",32,"Shimane",31,2012,11042,374351,384781,585351,0.029496381737995
"1600",32,"Shimane",24,2012,16942,374351,384781,585351,0.045256991433174
"1601",32,"Shimane",4,2012,20003,374351,384781,585351,0.053433809446215
"1602",32,"Shimane",3,2012,48649,374351,384781,585351,0.129955576450978
"1603",32,"Shimane",30,2012,52490,374351,384781,585351,0.140216000491517
"1604",32,"Shimane",2,2012,67397,374351,384781,585351,0.180036917224744
"1605",32,"Shimane",1,2012,147210,374351,384781,585351,0.393240568343613
"1606",22,"Shizuoka",98,2012,5714,1846335,1894572,3068476,0.003094779658079
"1607",22,"Shizuoka",5,2012,31861,1846335,1894572,3068476,0.017256348387481
"1608",22,"Shizuoka",31,2012,79111,1846335,1894572,3068476,0.042847587247168
"1609",22,"Shizuoka",4,2012,91817,1846335,1894572,3068476,0.04972932864296
"1610",22,"Shizuoka",24,2012,174302,1846335,1894572,3068476,0.094404319909442
"1611",22,"Shizuoka",3,2012,195697,1846335,1894572,3068476,0.105992141187813
"1612",22,"Shizuoka",2,2012,336412,1846335,1894572,3068476,0.182205287772804
"1613",22,"Shizuoka",30,2012,403220,1846335,1894572,3068476,0.218389403873078
"1614",22,"Shizuoka",1,2012,528201,1846335,1894572,3068476,0.286080803321174
"1615",9,"Tochigi",98,2012,2625,869792,890177,1626704,0.003017962915272
"1616",9,"Tochigi",5,2012,10797,869792,890177,1626704,0.012413312608072
"1617",9,"Tochigi",4,2012,28061,869792,890177,1626704,0.032261736139215
"1618",9,"Tochigi",31,2012,40329,869792,890177,1626704,0.046366257679997
"1619",9,"Tochigi",3,2012,98050,869792,890177,1626704,0.112728100511387
"1620",9,"Tochigi",30,2012,117943,869792,890177,1626704,0.135599085758434
"1621",9,"Tochigi",2,2012,118107,869792,890177,1626704,0.135787636584379
"1622",9,"Tochigi",24,2012,210618,869792,890177,1626704,0.242147547919503
"1623",9,"Tochigi",1,2012,243262,869792,890177,1626704,0.279678359883742
"1624",36,"Tokushima",98,2012,2311,364802,376422,651233,0.006334943339126
"1625",36,"Tokushima",5,2012,4164,364802,376422,651233,0.011414411105202
"1626",36,"Tokushima",31,2012,10783,364802,376422,651233,0.029558500227521
"1627",36,"Tokushima",4,2012,19466,364802,376422,651233,0.053360453067692
"1628",36,"Tokushima",24,2012,19564,364802,376422,651233,0.053629091945768
"1629",36,"Tokushima",3,2012,58447,364802,376422,651233,0.160215678642113
"1630",36,"Tokushima",2,2012,69975,364802,376422,651233,0.191816382585622
"1631",36,"Tokushima",30,2012,76108,364802,376422,651233,0.208628242169725
"1632",36,"Tokushima",1,2012,103984,364802,376422,651233,0.285042296917232
"1633",13,"Tokyo",98,2012,109814,6537607,6668632,10720874,0.016797277658324
"1634",13,"Tokyo",5,2012,136889,6537607,6668632,10720874,0.02093870127097
"1635",13,"Tokyo",31,2012,448689,6537607,6668632,10720874,0.068631993327222
"1636",13,"Tokyo",4,2012,484365,6537607,6668632,10720874,0.074089035942356
"1637",13,"Tokyo",3,2012,662743,6537607,6668632,10720874,0.101373943095692
"1638",13,"Tokyo",24,2012,762730,6537607,6668632,10720874,0.116668071360056
"1639",13,"Tokyo",2,2012,1008011,6537607,6668632,10720874,0.154186539509028
"1640",13,"Tokyo",30,2012,1298309,6537607,6668632,10720874,0.198590860539644
"1641",13,"Tokyo",1,2012,1626057,6537607,6668632,10720874,0.248723577296708
"1642",31,"Tottori",98,2012,1267,293377,302562,480924,0.004318675288111
"1643",31,"Tottori",5,2012,6964,293377,302562,480924,0.023737375458881
"1644",31,"Tottori",31,2012,10305,293377,302562,480924,0.035125452915532
"1645",31,"Tottori",24,2012,12878,293377,302562,480924,0.043895738248056
"1646",31,"Tottori",4,2012,15276,293377,302562,480924,0.052069521468963
"1647",31,"Tottori",30,2012,36622,293377,302562,480924,0.124829144752315
"1648",31,"Tottori",3,2012,45950,293377,302562,480924,0.156624411593274
"1649",31,"Tottori",2,2012,51573,293377,302562,480924,0.175790876585417
"1650",31,"Tottori",1,2012,112542,293377,302562,480924,0.383608803689451
"1651",16,"Toyama",98,2012,2170,496491,509886,896363,0.004370673385822
"1652",16,"Toyama",31,2012,16710,496491,509886,896363,0.033656199206028
"1653",16,"Toyama",4,2012,17411,496491,509886,896363,0.035068107981816
"1654",16,"Toyama",5,2012,19314,496491,509886,896363,0.038901007269014
"1655",16,"Toyama",24,2012,33102,496491,509886,896363,0.066671903418189
"1656",16,"Toyama",3,2012,36794,496491,509886,896363,0.074108090579688
"1657",16,"Toyama",2,2012,77481,496491,509886,896363,0.156057209496245
"1658",16,"Toyama",30,2012,99923,496491,509886,896363,0.201258431673485
"1659",16,"Toyama",1,2012,193586,496491,509886,896363,0.389908376989714
"1660",30,"Wakayama",98,2012,1760,498420,514129,837801,0.003531158460736
"1661",30,"Wakayama",5,2012,5077,498420,514129,837801,0.010186188355202
"1662",30,"Wakayama",31,2012,16615,498420,514129,837801,0.033335339673368
"1663",30,"Wakayama",24,2012,25444,498420,514129,837801,0.051049315838048
"1664",30,"Wakayama",4,2012,34933,498420,514129,837801,0.070087476425505
"1665",30,"Wakayama",2,2012,54337,498420,514129,837801,0.109018498455118
"1666",30,"Wakayama",3,2012,78863,498420,514129,837801,0.158225994141487
"1667",30,"Wakayama",30,2012,140661,498420,514129,837801,0.282213795594077
"1668",30,"Wakayama",1,2012,140730,498420,514129,837801,0.282352233056458
"1669",6,"Yamagata",98,2012,6944,596741,618538,954033,0.011636539135069
"1670",6,"Yamagata",31,2012,26294,596741,618538,954033,0.044062667053211
"1671",6,"Yamagata",4,2012,28219,596741,618538,954033,0.047288522156178
"1672",6,"Yamagata",5,2012,31409,596741,618538,954033,0.052634224898239
"1673",6,"Yamagata",24,2012,42763,596741,618538,954033,0.071660904814652
"1674",6,"Yamagata",3,2012,58520,596741,618538,954033,0.098065995130216
"1675",6,"Yamagata",2,2012,106152,596741,618538,954033,0.177886218644269
"1676",6,"Yamagata",30,2012,112110,596741,618538,954033,0.187870449659065
"1677",6,"Yamagata",1,2012,184330,596741,618538,954033,0.308894478509102
"1678",35,"Yamaguchi",98,2012,2892,699266,715738,1192449,0.00413576521667
"1679",35,"Yamaguchi",5,2012,13235,699266,715738,1192449,0.018926989157202
"1680",35,"Yamaguchi",31,2012,29738,699266,715738,1192449,0.04252745021208
"1681",35,"Yamaguchi",4,2012,33527,699266,715738,1192449,0.047945989079978
"1682",35,"Yamaguchi",24,2012,37975,699266,715738,1192449,0.054306944710597
"1683",35,"Yamaguchi",2,2012,90845,699266,715738,1192449,0.129914796372196
"1684",35,"Yamaguchi",3,2012,95182,699266,715738,1192449,0.136117014126241
"1685",35,"Yamaguchi",30,2012,105114,699266,715738,1192449,0.150320478902163
"1686",35,"Yamaguchi",1,2012,290758,699266,715738,1192449,0.415804572222874
"1687",19,"Yamanashi",98,2012,1872,430744,444064,697487,0.004345968835318
"1688",19,"Yamanashi",5,2012,9089,430744,444064,697487,0.021100700183868
"1689",19,"Yamanashi",31,2012,19565,430744,444064,697487,0.045421410396895
"1690",19,"Yamanashi",4,2012,25777,430744,444064,697487,0.059842969373921
"1691",19,"Yamanashi",3,2012,46089,430744,444064,697487,0.106998588488754
"1692",19,"Yamanashi",24,2012,46529,430744,444064,697487,0.108020076890218
"1693",19,"Yamanashi",2,2012,80379,430744,444064,697487,0.186605036866445
"1694",19,"Yamanashi",30,2012,82878,430744,444064,697487,0.192406626673848
"1695",19,"Yamanashi",1,2012,118566,430744,444064,697487,0.275258622290734
"1696",23,"Aichi",98,2014,20894,3122731,3200459,5906225,0.006690938156377
"1697",23,"Aichi",33,2014,53918,3122731,3200459,5906225,0.017266296712717
"1698",23,"Aichi",34,2014,73769,3122731,3200459,5906225,0.023623232356549
"1699",23,"Aichi",5,2014,74015,3122731,3200459,5906225,0.023702009555098
"1700",23,"Aichi",4,2014,308100,3122731,3200459,5906225,0.098663637694057
"1701",23,"Aichi",3,2014,370871,3122731,3200459,5906225,0.11876495285697
"1702",23,"Aichi",35,2014,467987,3122731,3200459,5906225,0.149864653727779
"1703",23,"Aichi",2,2014,735655,3122731,3200459,5906225,0.235580650398641
"1704",23,"Aichi",1,2014,1017522,3122731,3200459,5906225,0.325843628541812
"1705",5,"Akita",98,2014,1847,482765,498202,893613,0.003825878015183
"1706",5,"Akita",34,2014,7642,482765,498202,893613,0.015829647965366
"1707",5,"Akita",33,2014,10177,482765,498202,893613,0.021080650005696
"1708",5,"Akita",5,2014,17956,482765,498202,893613,0.037194079935372
"1709",5,"Akita",4,2014,37881,482765,498202,893613,0.078466748832248
"1710",5,"Akita",3,2014,51634,482765,498202,893613,0.106954729526788
"1711",5,"Akita",35,2014,84367,482765,498202,893613,0.174757904984827
"1712",5,"Akita",2,2014,98285,482765,498202,893613,0.203587666877259
"1713",5,"Akita",1,2014,172976,482765,498202,893613,0.35830269385726
"1714",2,"Aomori",98,2014,2473,508174,528770,1129489,0.004866443383565
"1715",2,"Aomori",34,2014,7800,508174,528770,1129489,0.015349073348892
"1716",2,"Aomori",5,2014,11847,508174,528770,1129489,0.023312881021068
"1717",2,"Aomori",33,2014,14776,508174,528770,1129489,0.029076654846568
"1718",2,"Aomori",4,2014,54709,508174,528770,1129489,0.107658006903147
"1719",2,"Aomori",3,2014,57564,508174,528770,1129489,0.113276161314825
"1720",2,"Aomori",35,2014,71680,508174,528770,1129489,0.141054048416487
"1721",2,"Aomori",2,2014,104139,508174,528770,1129489,0.204927839676961
"1722",2,"Aomori",1,2014,183186,508174,528770,1129489,0.360478891088485
"1723",12,"Chiba",98,2014,8912,2546805,2598488,5072628,0.003499286360754
"1724",12,"Chiba",5,2014,46262,2546805,2598488,5072628,0.018164720110099
"1725",12,"Chiba",33,2014,73170,2546805,2598488,5072628,0.028730114790885
"1726",12,"Chiba",34,2014,90623,2546805,2598488,5072628,0.035583014796971
"1727",12,"Chiba",4,2014,294117,2546805,2598488,5072628,0.115484695530282
"1728",12,"Chiba",35,2014,353113,2546805,2598488,5072628,0.13864940582416
"1729",12,"Chiba",3,2014,356477,2546805,2598488,5072628,0.139970276483673
"1730",12,"Chiba",2,2014,462344,2546805,2598488,5072628,0.181538830024285
"1731",12,"Chiba",1,2014,861787,2546805,2598488,5072628,0.338379656078891
"1732",38,"Ehime",98,2014,3302,569970,584277,1173357,0.005793287366002
"1733",38,"Ehime",5,2014,8601,569970,584277,1173357,0.015090267908837
"1734",38,"Ehime",34,2014,25775,569970,584277,1173357,0.045221678333947
"1735",38,"Ehime",4,2014,39376,569970,584277,1173357,0.069084337772164
"1736",38,"Ehime",3,2014,87107,569970,584277,1173357,0.152827341789919
"1737",38,"Ehime",35,2014,90539,569970,584277,1173357,0.158848711335684
"1738",38,"Ehime",2,2014,113364,569970,584277,1173357,0.198894678667298
"1739",38,"Ehime",1,2014,201906,569970,584277,1173357,0.354239696826149
"1740",18,"Fukui",98,2014,2224,313093,322825,645723,0.007103320738567
"1741",18,"Fukui",33,2014,4380,313093,322825,645723,0.013989453612824
"1742",18,"Fukui",34,2014,5315,313093,322825,645723,0.016975786747069
"1743",18,"Fukui",5,2014,6973,313093,322825,645723,0.022271337909184
"1744",18,"Fukui",4,2014,22500,313093,322825,645723,0.071863631572728
"1745",18,"Fukui",3,2014,30757,313093,322825,645723,0.098235987390328
"1746",18,"Fukui",35,2014,48748,313093,322825,645723,0.155698147195881
"1747",18,"Fukui",2,2014,48809,313093,322825,645723,0.155892977485923
"1748",18,"Fukui",1,2014,143387,313093,322825,645723,0.457969357347497
"1749",40,"Fukuoka",98,2014,11392,1958623,2013300,4125069,0.005816331167356
"1750",40,"Fukuoka",33,2014,28575,1958623,2013300,4125069,0.014589331382303
"1751",40,"Fukuoka",34,2014,41289,1958623,2013300,4125069,0.021080626542219
"1752",40,"Fukuoka",5,2014,54015,1958623,2013300,4125069,0.027578048455471
"1753",40,"Fukuoka",4,2014,204164,1958623,2013300,4125069,0.104238539014399
"1754",40,"Fukuoka",35,2014,268430,1958623,2013300,4125069,0.13705036650749
"1755",40,"Fukuoka",2,2014,314357,1958623,2013300,4125069,0.160498983214228
"1756",40,"Fukuoka",3,2014,384611,1958623,2013300,4125069,0.196368060622182
"1757",40,"Fukuoka",1,2014,651790,1958623,2013300,4125069,0.332779713094353
"1758",7,"Fukushima",98,2014,3926,817388,845098,1609535,0.004803104523189
"1759",7,"Fukushima",34,2014,12185,817388,845098,1609535,0.014907241114379
"1760",7,"Fukushima",33,2014,17879,817388,845098,1609535,0.021873333104964
"1761",7,"Fukushima",5,2014,26002,817388,845098,1609535,0.031811086044816
"1762",7,"Fukushima",4,2014,82019,817388,845098,1609535,0.100342799258125
"1763",7,"Fukushima",3,2014,92080,817388,845098,1609535,0.112651519229546
"1764",7,"Fukushima",35,2014,113108,817388,845098,1609535,0.138377367908509
"1765",7,"Fukushima",2,2014,223735,817388,845098,1609535,0.273719457589297
"1766",7,"Fukushima",1,2014,246454,817388,845098,1609535,0.301514091227177
"1767",21,"Gifu",98,2014,6171,855455,883020,1668766,0.007213704987404
"1768",21,"Gifu",5,2014,12329,855455,883020,1668766,0.014412213383521
"1769",21,"Gifu",33,2014,16460,855455,883020,1668766,0.019241222507321
"1770",21,"Gifu",34,2014,28848,855455,883020,1668766,0.033722405035917
"1771",21,"Gifu",4,2014,84756,855455,883020,1668766,0.099077099321414
"1772",21,"Gifu",3,2014,102874,855455,883020,1668766,0.120256471702194
"1773",21,"Gifu",35,2014,140452,855455,883020,1668766,0.164183972272066
"1774",21,"Gifu",2,2014,167432,855455,883020,1668766,0.195722744036799
"1775",21,"Gifu",1,2014,296133,855455,883020,1668766,0.346170166753365
"1776",10,"Gunma",98,2014,4252,810339,836004,1616626,0.005247186671257
"1777",10,"Gunma",33,2014,14456,810339,836004,1616626,0.017839447441133
"1778",10,"Gunma",34,2014,18329,810339,836004,1616626,0.022618928621231
"1779",10,"Gunma",5,2014,18693,810339,836004,1616626,0.023068123340972
"1780",10,"Gunma",4,2014,90329,810339,836004,1616626,0.111470631427094
"1781",10,"Gunma",3,2014,113434,810339,836004,1616626,0.139983389667781
"1782",10,"Gunma",2,2014,119404,810339,836004,1616626,0.1473506766921
"1783",10,"Gunma",35,2014,121537,810339,836004,1616626,0.149982908387724
"1784",10,"Gunma",1,2014,309905,810339,836004,1616626,0.382438707750707
"1785",34,"Hiroshima",98,2014,6026,1131190,1157341,2314027,0.00532713337282
"1786",34,"Hiroshima",5,2014,27957,1131190,1157341,2314027,0.024714680999655
"1787",34,"Hiroshima",34,2014,44453,1131190,1157341,2314027,0.039297553903411
"1788",34,"Hiroshima",4,2014,107749,1131190,1157341,2314027,0.095252786888144
"1789",34,"Hiroshima",35,2014,154404,1131190,1157341,2314027,0.136496963374853
"1790",34,"Hiroshima",3,2014,182796,1131190,1157341,2314027,0.161596195157312
"1791",34,"Hiroshima",2,2014,192740,1131190,1157341,2314027,0.170386937649732
"1792",34,"Hiroshima",1,2014,415065,1131190,1157341,2314027,0.366927748654072
"1793",1,"Hokkaido",34,2014,38342,2499864,2562156,4547668,0.01533763436731
"1794",1,"Hokkaido",5,2014,53604,2499864,2562156,4547668,0.021442766486497
"1795",1,"Hokkaido",98,2014,117121,2499864,2562156,4547668,0.046850948691609
"1796",1,"Hokkaido",35,2014,247342,2499864,2562156,4547668,0.098942182454726
"1797",1,"Hokkaido",4,2014,302251,2499864,2562156,4547668,0.120906977339567
"1798",1,"Hokkaido",3,2014,307534,2499864,2562156,4547668,0.123020292303901
"1799",1,"Hokkaido",2,2014,688922,2499864,2562156,4547668,0.275583791758272
"1800",1,"Hokkaido",1,2014,744748,2499864,2562156,4547668,0.297915406598119
"1801",28,"Hyogo",98,2014,11536,2254820,2306319,4535145,0.005116151178365
"1802",28,"Hyogo",33,2014,28959,2254820,2306319,4535145,0.012843153777242
"1803",28,"Hyogo",5,2014,38516,2254820,2306319,4535145,0.017081629575753
"1804",28,"Hyogo",34,2014,52683,2254820,2306319,4535145,0.023364614470335
"1805",28,"Hyogo",4,2014,260848,2254820,2306319,4535145,0.115684622275836
"1806",28,"Hyogo",2,2014,301285,2254820,2306319,4535145,0.133618204557348
"1807",28,"Hyogo",3,2014,320265,2254820,2306319,4535145,0.142035727907327
"1808",28,"Hyogo",35,2014,538260,2254820,2306319,4535145,0.238715285477333
"1809",28,"Hyogo",1,2014,702468,2254820,2306319,4535145,0.311540610780461
"1810",8,"Ibaraki",98,2014,5985,1287222,1332110,2411708,0.004649547630479
"1811",8,"Ibaraki",5,2014,22136,1287222,1332110,2411708,0.017196722865209
"1812",8,"Ibaraki",34,2014,26098,1287222,1332110,2411708,0.020274669015912
"1813",8,"Ibaraki",33,2014,26913,1287222,1332110,2411708,0.0209078154351
"1814",8,"Ibaraki",4,2014,122146,1287222,1332110,2411708,0.094891168733909
"1815",8,"Ibaraki",35,2014,170718,1287222,1332110,2411708,0.132625141583969
"1816",8,"Ibaraki",3,2014,190742,1287222,1332110,2411708,0.148181121826693
"1817",8,"Ibaraki",2,2014,228712,1287222,1332110,2411708,0.177678753159906
"1818",8,"Ibaraki",1,2014,493772,1287222,1332110,2411708,0.383595059748823
"1819",17,"Ishikawa",98,2014,3641,446527,461931,939612,0.008154042196776
"1820",17,"Ishikawa",33,2014,7121,446527,461931,939612,0.015947523889933
"1821",17,"Ishikawa",5,2014,7839,446527,461931,939612,0.017555489365705
"1822",17,"Ishikawa",34,2014,8712,446527,461931,939612,0.019510578307695
"1823",17,"Ishikawa",4,2014,33244,446527,461931,939612,0.074450145231979
"1824",17,"Ishikawa",3,2014,43212,446527,461931,939612,0.096773543369158
"1825",17,"Ishikawa",35,2014,53620,446527,461931,939612,0.12008232424915
"1826",17,"Ishikawa",2,2014,101040,446527,461931,939612,0.226279709849572
"1827",17,"Ishikawa",1,2014,188098,446527,461931,939612,0.421246643540032
"1828",3,"Iwate",98,2014,3254,583119,606631,1078983,0.005580336089203
"1829",3,"Iwate",34,2014,7400,583119,606631,1078983,0.01269037709284
"1830",3,"Iwate",5,2014,28847,583119,606631,1078983,0.049470176756374
"1831",3,"Iwate",3,2014,47085,583119,606631,1078983,0.080746811542755
"1832",3,"Iwate",35,2014,47561,583119,606631,1078983,0.081563111474673
"1833",3,"Iwate",4,2014,62846,583119,606631,1078983,0.107775599834682
"1834",3,"Iwate",33,2014,99856,583119,606631,1078983,0.171244634457118
"1835",3,"Iwate",2,2014,119121,583119,606631,1078983,0.204282487794087
"1836",3,"Iwate",1,2014,167149,583119,606631,1078983,0.286646464958268
"1837",37,"Kagawa",98,2014,2371,399896,414542,819924,0.005929041550803
"1838",37,"Kagawa",34,2014,7913,399896,414542,819924,0.019787644787645
"1839",37,"Kagawa",5,2014,15562,399896,414542,819924,0.038915117930662
"1840",37,"Kagawa",4,2014,27266,399896,414542,819924,0.068182727509152
"1841",37,"Kagawa",35,2014,41873,399896,414542,819924,0.104709724528377
"1842",37,"Kagawa",3,2014,58187,399896,414542,819924,0.14550533138616
"1843",37,"Kagawa",2,2014,92649,399896,414542,819924,0.231682737511753
"1844",37,"Kagawa",1,2014,154075,399896,414542,819924,0.385287674795447
"1845",46,"Kagoshima",98,2014,5165,674913,695178,1377390,0.007652838217667
"1846",46,"Kagoshima",33,2014,8102,674913,695178,1377390,0.012004510210946
